cycle,strain,energy_eV,sigma_cell_zz_GPa,grip_force_top_z_eVA,grip_force_bottom_z_eVA,grip_stress_top_GPa,grip_stress_bottom_GPa,grip_stress_avg_GPa,wire_area_ref_ellipse_A2,wire_area_current_ellipse_A2,cell_area_xy_A2,wire_span_x_A,wire_span_y_A,grip_distance_A,n_atoms,area_current_used_A2,area_ref_used_A2,area_ratio_Aref_over_Acurrent,area_current_source,area_ref_source,grip_nominal_top_GPa,grip_nominal_bottom_GPa,grip_nominal_raw_GPa,grip_apparent_cauchy_top_GPa,grip_apparent_cauchy_bottom_GPa,grip_apparent_cauchy_raw_GPa,grip_nominal_primary_GPa,grip_apparent_cauchy_primary_GPa,grip_top_bottom_balance_rel,grip_top_bottom_balance_signed_GPa,diagnostic_cell_cauchy_wire_current_GPa,diagnostic_cell_nominal_wire_ref_GPa,stress_definition_note
0,0.0,-339181.73116833915,-408.968821310636,-5.573968463982,6.514740791231,0.164595806795,0.192376225937,0.178486016366,5425.704416137315,5425.704416137315,10000.0,83.201558762544,83.029951883308,16.646243230123,6155,5425.704416137315,5425.704416137315,1.0,wire_area_current_ellipse_A2,wire_area_ref_ellipse_A2,0.1645958067952818,0.19237622593737402,0.1784860163663279,0.1645958067952818,0.19237622593737402,0.1784860163663279,0.0,0.0,0.15564479339981008,-0.027780419142092228,-753.7617052898551,-753.7617052898551,primary=preload-corrected nominal grip-reaction stress; apparent_cauchy=current-area correction used only as a sensitivity check; cell stress is diagnostic because vacuum dilutes the simulation-cell tensor
1,0.01,-339174.1355043793,0.190365336461,-73.915251927529,74.6537347404,2.182671216047,2.204478152196,2.193574684122,5425.704416137315,5425.395501958962,10000.0,83.197732998134,83.029042378803,16.812705662424,6155,5425.395501958962,5425.704416137315,1.0000569385546623,wire_area_current_ellipse_A2,wire_area_ref_ellipse_A2,2.1826712160471655,2.2044781521958705,2.193574684121518,2.1827954941915104,2.2046036719956414,2.1936995830935757,2.0150886677551902,2.015213566727248,0.009941278182392146,-0.021806936148704992,0.35087826572692127,0.3508582883630906,primary=preload-corrected nominal grip-reaction stress; apparent_cauchy=current-area correction used only as a sensitivity check; cell stress is diagnostic because vacuum dilutes the simulation-cell tensor
2,0.0201,-339164.4182888324,0.469015389319,-109.244648115637,108.089787136096,3.225926215918,3.191823892611,3.208875054264,5425.704416137315,5423.052997314273,10000.0,83.169337363469,83.021528705938,16.980832719048,6155,5423.052997314273,5425.704416137315,1.0004889162662352,wire_area_current_ellipse_A2,wire_area_ref_ellipse_A2,3.2259262159180384,3.191823892610643,3.2088750542643405,3.227503423718675,3.1933844272306984,3.210443925474687,3.0303890378980127,3.031957909108359,0.01062750114314239,0.03410232330739538,0.8648548881068956,0.8644322531172883,primary=preload-corrected nominal grip-reaction stress; apparent_cauchy=current-area correction used only as a sensitivity check; cell stress is diagnostic because vacuum dilutes the simulation-cell tensor
3,0.030301,-339142.58141492563,0.755570859837,-184.94890802758,184.676030130114,5.461425720188,5.453367806337,5.457396763262,5425.704416137315,5420.250256298526,10000.0,83.16172144902,82.986220684607,17.150641046239,6155,5420.250256298526,5425.704416137315,1.0010062560916724,wire_area_current_ellipse_A2,wire_area_ref_ellipse_A2,5.461425720187607,5.453367806336774,5.4573967632621905,5.466921313087759,5.45885529091203,5.462888301999895,5.278910746895862,5.284402285633567,0.0014765123740088225,0.008057913850832321,1.3939778130336313,1.3925765244228112,primary=preload-corrected nominal grip-reaction stress; apparent_cauchy=current-area correction used only as a sensitivity check; cell stress is diagnostic because vacuum dilutes the simulation-cell tensor
