radius_label,n_points,max_strain_pct,max_nominal_primary_GPa,max_apparent_cauchy_primary_GPa,max_top_bottom_balance_rel,cycle0_balance_rel
r1,26,28.2431995017,17.26384108459743,17.26384108459743,0.1031647575100841,0.0330844174210488
r2,25,26.973464853200003,26.59198417981669,26.890963716119234,1.08997938697634,1.08997938697634
r3,18,18.430443137300003,23.273092225709117,23.889877340718822,0.5404251335127737,0.5404251335127737
r4,21,22.0190039923,24.848305965928333,25.39055420790933,0.0863303941189656,0.0046623868429573
r5,18,18.4304431431,23.085042964204035,23.382081301053915,0.1044826707245841,0.0251076301292991
r6,23,24.4715859553,25.551970054886883,25.773917446684877,0.0502541810900663,0.0320021747547926
r8,4,3.0301,5.278910746895862,5.284402285633567,0.15564479339981,0.15564479339981
